uid,name,region,population,latitude,longitude
U19015,Iowa,Boone,26224,42.0386,-93.9391
U19017,Iowa,Bremer,23325,42.7809,-92.3276
U19019,Iowa,Buchanan,21093,42.4703,-91.8387
U19021,Iowa,Buena Vista,20411,42.7415,-95.1414
U19023,Iowa,Butler,15305,42.7347,-92.7801
U19025,Iowa,Calhoun,11115,42.3862,-94.6437
U19027,Iowa,Carroll,21421,42.0395,-94.8676
U19029,Iowa,Cass,14684,41.3338,-94.9333
U19031,Iowa,Cedar,18187,41.7724,-91.1322
U19033,Iowa,Cerro Gordo,46447,43.0752,-93.2513
U19035,Iowa,Cherokee,13035,42.7427,-95.6333
U19037,Iowa,Chickasaw,13095,43.0597,-92.3172
U19039,Iowa,Clarke,9133,41.0292,-93.7841
U19041,Iowa,Clay,17372,43.0798,-95.1497
U19043,Iowa,Clayton,18678,42.841,-91.3235
U19045,Iowa,Clinton,50149,41.8981,-90.5342
U19047,Iowa,Crawford,16942,42.0431,-95.3891
U19049,Iowa,Dallas,40750,41.6853,-94.0407
U19051,Iowa,Davis,8541,40.7481,-92.4103
U19053,Iowa,Decatur,8689,40.7364,-93.7846
U19055,Iowa,Delaware,18404,42.473,-91.3594
U19057,Iowa,Des Moines,42351,40.9153,-91.1869
U19059,Iowa,Dickinson,16424,43.3896,-95.1961
U19061,Iowa,Dubuque,89143,42.4635,-90.8788
U19063,Iowa,Emmet,11027,43.378,-94.6694
U19065,Iowa,Fayette,22008,42.8645,-91.8394
U19067,Iowa,Floyd,16900,43.0527,-92.7874
U19069,Iowa,Franklin,10704,42.7365,-93.2714
U19071,Iowa,Fremont,8010,40.7437,-95.5995
U19073,Iowa,Greene,10366,42.0425,-94.3887
U19075,Iowa,Grundy,12369,42.4033,-92.7903
U19077,Iowa,Guthrie,11353,41.6836,-94.5013
U19079,Iowa,Hamilton,16438,42.3908,-93.7092
U19081,Iowa,Hancock,12100,43.0754,-93.7437
U19083,Iowa,Hardin,18812,42.39,-93.2411
U19085,Iowa,Harrison,15666,41.6886,-95.8271
U19087,Iowa,Henry,20336,40.9859,-91.5443
U19089,Iowa,Howard,9932,43.3653,-92.3219
U19091,Iowa,Humboldt,10381,42.7822,-94.2028
U19093,Iowa,Ida,7837,42.3919,-95.5074
U19095,Iowa,Iowa,15671,41.6839,-92.0591
U19097,Iowa,Jackson,20296,42.1643,-90.5746
U19099,Iowa,Jasper,37213,41.6857,-93.053
U19101,Iowa,Jefferson,16181,41.0069,-91.9671
U19103,Iowa,Johnson,111006,41.6687,-91.5888
U19105,Iowa,Jones,20221,42.1251,-91.1169
U19107,Iowa,Keokuk,11400,41.3312,-92.1677
U19109,Iowa,Kossuth,17163,43.2125,-94.214
U19111,Iowa,Lee,38052,40.6476,-91.4772
U19113,Iowa,Linn,191701,42.078,-91.5977
U19115,Iowa,Louisa,12183,41.2182,-91.257
U19117,Iowa,Lucas,9422,41.0333,-93.3315
U19119,Iowa,Lyon,11763,43.3836,-96.2072
U19121,Iowa,Madison,14019,41.3306,-94.0152
U19123,Iowa,Mahaska,22335,41.3308,-92.6364
U19125,Iowa,Marion,32052,41.3315,-93.0938
U19127,Iowa,Marshall,39311,42.0417,-92.9815
U19129,Iowa,Mills,14547,41.0337,-95.6191
U19131,Iowa,Mitchell,10874,43.3486,-92.7845
U19133,Iowa,Monona,10020,42.0494,-95.9566
U19135,Iowa,Monroe,8016,41.0288,-92.8696
U19137,Iowa,Montgomery,11771,41.0217,-95.1578
U19139,Iowa,Muscatine,41722,41.4838,-91.1187
U19141,Iowa,Obrien,15102,43.0837,-95.6256
U19143,Iowa,Osceola,7003,43.3785,-95.6338
U19145,Iowa,Page,16976,40.7391,-95.1443
U19147,Iowa,Palo Alto,10147,43.0759,-94.6673
U19149,Iowa,Plymouth,24849,42.7376,-96.2159
U19151,Iowa,Pocahontas,8662,42.734,-94.6783
U19153,Iowa,Polk,374601,41.6843,-93.5697
U19155,Iowa,Pottawattamie,87704,41.3402,-95.5449
U19157,Iowa,Poweshiek,18815,41.6845,-92.5229
U19159,Iowa,Ringgold,5469,40.7353,-94.2443
U19161,Iowa,Sac,11529,42.3875,-95.1052
U19163,Iowa,Scott,158668,41.6417,-90.6223
U19165,Iowa,Shelby,13173,41.679,-95.3089
U19167,Iowa,Sioux,31589,43.0829,-96.1779
U19169,Iowa,Story,79981,42.0375,-93.4661
U19171,Iowa,Tama,18103,42.0748,-92.5294
U19173,Iowa,Taylor,6958,40.7379,-94.6971
U19175,Iowa,Union,12309,41.0286,-94.2451
U19177,Iowa,Van Buren,7809,40.7541,-91.9529
U19179,Iowa,Wapello,36051,41.0313,-92.4095
U19181,Iowa,Warren,40671,41.3368,-93.5644
U19183,Iowa,Washington,20670,41.3294,-91.7251
U19185,Iowa,Wayne,6730,40.74,-93.3326
U19187,Iowa,Webster,40235,42.4344,-94.1792
U19189,Iowa,Winnebago,11723,43.3781,-93.7435
U19191,Iowa,Winneshiek,21310,43.293,-91.8508
U19193,Iowa,Woodbury,103877,42.3932,-96.0533
U19195,Iowa,Worth,7909,43.3735,-93.2485
U19197,Iowa,Wright,14334,42.733,-93.7347
U20001,Kansas,Allen,14385,37.8842,-95.3009
U20003,Kansas,Anderson,8110,38.2151,-95.292
U20005,Kansas,Atchison,16774,39.5325,-95.3134
U20007,Kansas,Barber,5307,37.2229,-98.6851
U20009,Kansas,Barton,28205,38.4812,-98.7678
U20011,Kansas,Bourbon,15379,37.8561,-94.8509
U20013,Kansas,Brown,10724,39.8259,-95.5699
U20015,Kansas,Butler,59482,37.7737,-96.8388
U20017,Kansas,Chase,3030,38.2986,-96.5941
U20019,Kansas,Chautauqua,4359,37.1543,-96.2454
U20021,Kansas,Cherokee,22605,37.1694,-94.8457
U20023,Kansas,Cheyenne,3165,39.7893,-101.7273
U20025,Kansas,Clark,2390,37.2338,-99.8139
U20027,Kansas,Clay,8822,39.345,-97.1689
U20029,Kansas,Cloud,10268,39.4873,-97.6414
U20031,Kansas,Coffey,8865,38.2365,-95.7291
U20033,Kansas,Comanche,1967,37.1891,-99.2541
U20035,Kansas,Cowley,36291,37.2345,-96.8372
U20037,Kansas,Crawford,38242,37.5056,-94.8539
U20039,Kansas,Decatur,3472,39.7835,-100.4597
U20041,Kansas,Dickinson,19344,38.8677,-97.1579
U20043,Kansas,Doniphan,8249,39.7885,-95.1472
U20045,Kansas,Douglas,99962,38.8966,-95.2905
U20047,Kansas,Edwards,3449,37.8836,-99.3047
U20049,Kansas,Elk,3261,37.456,-96.2446
U20051,Kansas,Ellis,27507,38.9146,-99.3173
U20053,Kansas,Ellsworth,6525,38.7008,-98.2054
U20055,Kansas,Finney,40523,38.0499,-100.7399
U20057,Kansas,Ford,32458,37.6884,-99.8847
U20059,Kansas,Franklin,24784,38.558,-95.279
U20061,Kansas,Geary,27947,39.0022,-96.768
U20063,Kansas,Gove,3068,38.9172,-100.4874
U20065,Kansas,Graham,2946,39.3494,-99.881
U20067,Kansas,Grant,7909,37.5475,-101.2994
U20069,Kansas,Gray,5904,37.7445,-100.4517
U20071,Kansas,Greeley,1534,38.4804,-101.806
U20073,Kansas,Greenwood,7673,37.8787,-96.2422
U20075,Kansas,Hamilton,2670,37.9952,-101.7937
U20077,Kansas,Harper,6536,37.1882,-98.0666
U20079,Kansas,Harvey,32869,38.0501,-97.4367
U20081,Kansas,Haskell,4307,37.5586,-100.8769
U20083,Kansas,Hodgeman,2085,38.0875,-99.8984
U20085,Kansas,Jackson,12657,39.411,-95.7945
U20087,Kansas,Jefferson,18426,39.2396,-95.3753
U20089,Kansas,Jewell,3791,39.777,-98.2226
U20091,Kansas,Johnson,451086,38.8839,-94.8223
U20093,Kansas,Kearny,4531,37.9945,-101.3081
U20095,Kansas,Kingman,8673,37.553,-98.1445
U20097,Kansas,Kiowa,3278,37.5612,-99.2865
U20099,Kansas,Labette,22835,37.1915,-95.2975
U20101,Kansas,Lane,2155,38.4813,-100.4662
U20103,Kansas,Leavenworth,68691,39.1895,-95.039
U20105,Kansas,Lincoln,3578,39.0473,-98.2143
U20107,Kansas,Linn,9570,38.2165,-94.8449
U20109,Kansas,Logan,3046,38.9133,-101.1574
U20111,Kansas,Lyon,35935,38.4555,-96.1616
U20113,Kansas,McPherson,29554,38.3958,-97.6475
U20115,Kansas,Marion,13361,38.3596,-97.1028
U20117,Kansas,Marshall,10965,39.7827,-96.5212
U20119,Kansas,Meade,4631,37.2439,-100.3601
U20121,Kansas,Miami,28351,38.5668,-94.833
U20123,Kansas,Mitchell,6932,39.393,-98.2074
U20125,Kansas,Montgomery,36252,37.1895,-95.7424
U20127,Kansas,Morris,6104,38.6877,-96.6449
U20129,Kansas,Morton,3496,37.1853,-101.8095
U20131,Kansas,Nemaha,10717,39.791,-96.0054
U20133,Kansas,Neosho,16997,37.5643,-95.3157
U20135,Kansas,Ness,3454,38.4804,-99.9087
U20137,Kansas,Norton,5953,39.7839,-99.8992
U20139,Kansas,Osage,16712,38.6497,-95.7273
U20141,Kansas,Osborne,4452,39.3486,-98.7679
U20143,Kansas,Ottawa,6163,39.138,-97.6548
U20145,Kansas,Pawnee,7233,38.1829,-99.2322
U20147,Kansas,Phillips,6001,39.7845,-99.3421
U20149,Kansas,Pottawatomie,18209,39.3822,-96.3371
U20151,Kansas,Pratt,9647,37.6476,-98.7401
U20153,Kansas,Rawlins,2966,39.7862,-101.0767
U20155,Kansas,Reno,64790,37.9482,-98.0783
U20157,Kansas,Republic,5835,39.8289,-97.6509
U20159,Kansas,Rice,10761,38.3472,-98.2014
U20161,Kansas,Riley,62843,39.2912,-96.7275
U20163,Kansas,Rooks,5685,39.346,-99.3245
U20165,Kansas,Rush,3551,38.5236,-99.3092
U20167,Kansas,Russell,7370,38.9168,-98.7656
U20169,Kansas,Saline,53597,38.7863,-97.6502
U20171,Kansas,Scott,5120,38.4819,-100.9064
U20173,Kansas,Sedgwick,452869,37.6838,-97.4595
U20175,Kansas,Seward,22510,37.1806,-100.8547
U20177,Kansas,Shawnee,169871,39.0418,-95.7557
U20179,Kansas,Sheridan,2813,39.3505,-100.4412
U20181,Kansas,Sherman,6760,39.3514,-101.7199
U20183,Kansas,Smith,4536,39.7847,-98.7854
U20185,Kansas,Stafford,4789,38.0356,-98.7199
U20187,Kansas,Stanton,2406,37.5659,-101.7894
U20189,Kansas,Stevens,5463,37.2024,-101.3158
U20191,Kansas,Sumner,25946,37.2367,-97.4933
U20193,Kansas,Thomas,8180,39.3577,-101.0834
U20195,Kansas,Trego,3319,38.9213,-99.8654
U20197,Kansas,Wabaunsee,6885,38.9552,-96.2013
U20199,Kansas,Wallace,1749,38.9266,-101.7711
U20201,Kansas,Washington,6483,39.7767,-97.0956
U20203,Kansas,Wichita,2531,38.4819,-101.3474
U20205,Kansas,Wilson,10332,37.5585,-95.7452
U20207,Kansas,Woodson,3788,37.8885,-95.7576
U20209,Kansas,Wyandotte,157882,39.1154,-94.7631
U21001,Kentucky,Adair,17244,37.1055,-85.2814
U21003,Kentucky,Allen,17800,36.7508,-86.1925
U21005,Kentucky,Anderson,19111,38.0054,-84.9864
U21007,Kentucky,Ballard,8286,37.0511,-89.0092
U21009,Kentucky,Barren,38033,36.9636,-85.925
U21011,Kentucky,Bath,11085,38.1522,-83.7376
U21013,Kentucky,Bell,30060,36.7227,-83.681
U21015,Kentucky,Boone,85991,38.9746,-84.7314
U21017,Kentucky,Bourbon,19360,38.2026,-84.2099
U21019,Kentucky,Boyd,49752,38.36,-82.6814
U21021,Kentucky,Boyle,27697,37.6182,-84.873
U21023,Kentucky,Bracken,8279,38.6785,-84.1004
U21025,Kentucky,Breathitt,16100,37.5212,-83.3224
U21027,Kentucky,Breckinridge,18648,37.7781,-86.4328
U21029,Kentucky,Bullitt,61236,37.9696,-85.703
U21031,Kentucky,Butler,13010,37.207,-86.6825
U21033,Kentucky,Caldwell,13060,37.1486,-87.8705
U21035,Kentucky,Calloway,34177,36.621,-88.2741
U21037,Kentucky,Campbell,88616,38.947,-84.3796
U21039,Kentucky,Carlisle,5351,36.8577,-88.9758
U21041,Kentucky,Carroll,10155,38.6683,-85.1241
U21043,Kentucky,Carter,26889,38.3096,-83.0488
U21045,Kentucky,Casey,15447,37.322,-84.9282
U21047,Kentucky,Christian,72265,36.8934,-87.4936
U21049,Kentucky,Clark,33144,37.9701,-84.145
U21051,Kentucky,Clay,24556,37.1645,-83.7108
U21053,Kentucky,Clinton,9634,36.7291,-85.1535
U21055,Kentucky,Crittenden,9384,37.3581,-88.105
U21057,Kentucky,Cumberland,7147,36.7842,-85.3935
U21059,Kentucky,Daviess,91545,37.7317,-87.0871
U21061,Kentucky,Edmonson,11644,37.2279,-86.2178
U21063,Kentucky,Elliott,6748,38.1164,-83.0975
U21065,Kentucky,Estill,15307,37.6925,-83.9639
U21067,Kentucky,Fayette,260512,38.0402,-84.4584
U21069,Kentucky,Fleming,13792,38.3684,-83.7062
U21071,Kentucky,Floyd,42441,37.5583,-82.7403
U21073,Kentucky,Franklin,47687,38.2349,-84.8688
U21075,Kentucky,Fulton,7752,36.5526,-89.1877
U21077,Kentucky,Gallatin,7870,38.7602,-84.8621
U21079,Kentucky,Garrard,14792,37.6302,-84.5459
U21081,Kentucky,Grant,22384,38.6492,-84.6259
U21083,Kentucky,Graves,37028,36.7233,-88.6499
U21085,Kentucky,Grayson,24053,37.4586,-86.344
U21087,Kentucky,Green,11518,37.2696,-85.5614
U21089,Kentucky,Greenup,36891,38.5636,-82.9338
U21091,Kentucky,Hancock,8392,37.8434,-86.7928
U21093,Kentucky,Hardin,94174,37.6958,-85.9632
U21095,Kentucky,Harlan,33202,36.8592,-83.2215
U21097,Kentucky,Harrison,17983,38.4435,-84.3328
U21099,Kentucky,Hart,17445,37.3139,-85.882
U21101,Kentucky,Henderson,44829,37.7925,-87.5726
U21103,Kentucky,Henry,15060,38.4516,-85.1201
U21105,Kentucky,Hickman,5262,36.6759,-88.972
U21107,Kentucky,Hopkins,46519,37.3111,-87.5422
U21109,Kentucky,Jackson,13495,37.4033,-84.0207
U21111,Kentucky,Jefferson,693604,38.1895,-85.6576
U21113,Kentucky,Jessamine,39041,37.8733,-84.584
U21115,Kentucky,Johnson,23445,37.8493,-82.8306
U21117,Kentucky,Kenton,151464,38.9305,-84.5335
U21119,Kentucky,Knott,17649,37.3547,-82.9491
U21121,Kentucky,Knox,31795,36.8875,-83.8556
U21123,Kentucky,Larue,13373,37.5455,-85.6972
U21125,Kentucky,Laurel,52715,37.1133,-84.1194
U21127,Kentucky,Lawrence,15569,38.0745,-82.7383
U21129,Kentucky,Lee,7916,37.6054,-83.7185
U21131,Kentucky,Leslie,12401,37.0878,-83.3886
U21133,Kentucky,Letcher,25277,37.1185,-82.8612
U21135,Kentucky,Lewis,14092,38.5321,-83.3733
U21137,Kentucky,Lincoln,23361,37.4573,-84.6581
U21139,Kentucky,Livingston,9804,37.2095,-88.3634
U21141,Kentucky,Logan,26573,36.8598,-86.8814
U21143,Kentucky,Lyon,8080,37.024,-88.0834
U21145,Kentucky,McCracken,65514,37.0537,-88.7124
U21147,Kentucky,McCreary,17080,36.7311,-84.4911
U21149,Kentucky,Mclean,9938,37.5306,-87.2629
U21151,Kentucky,Madison,70872,37.7235,-84.277
U21153,Kentucky,Magoffin,13332,37.699,-83.0697
U21155,Kentucky,Marion,18212,37.5522,-85.2692
U21157,Kentucky,Marshall,30125,36.882,-88.3328
U21159,Kentucky,Martin,12578,37.7968,-82.5066
U21161,Kentucky,Mason,16800,38.5941,-83.8281
U21163,Kentucky,Meade,26349,37.9675,-86.2009
U21165,Kentucky,Menifee,6556,37.9507,-83.5973
U21167,Kentucky,Mercer,20817,37.8121,-84.8797
U21169,Kentucky,Metcalfe,10037,36.9904,-85.6296
U21171,Kentucky,Monroe,11756,36.7141,-85.7135
U21173,Kentucky,Montgomery,22554,38.0381,-83.9123
U21175,Kentucky,Morgan,13948,37.9229,-83.2589
U21177,Kentucky,Muhlenberg,31839,37.2138,-87.1341
U21179,Kentucky,Nelson,37477,37.8032,-85.466
U21181,Kentucky,Nicholas,6813,38.3371,-84.0256
U21183,Kentucky,Ohio,22916,37.4779,-86.8449
U21185,Kentucky,Oldham,46178,38.4,-85.4561
U21187,Kentucky,Owen,10547,38.4996,-84.8415
U21189,Kentucky,Owsley,4858,37.4235,-83.6916
U21191,Kentucky,Pendleton,14390,38.6908,-84.354
U21193,Kentucky,Perry,29390,37.2413,-83.2178
U21195,Kentucky,Pike,68736,37.4821,-82.4029
U21197,Kentucky,Powell,13237,37.8104,-83.827
U21199,Kentucky,Pulaski,56217,37.1083,-84.58
U21201,Kentucky,Robertson,2266,38.5138,-84.0638
U21203,Kentucky,Rockcastle,16582,37.3612,-84.3144
U21205,Kentucky,Rowan,22094,38.2059,-83.426
U21207,Kentucky,Russell,16315,36.9891,-85.059
U21209,Kentucky,Scott,33061,38.2899,-84.5794
U21211,Kentucky,Shelby,33337,38.2394,-85.2284
U21213,Kentucky,Simpson,16405,36.7409,-86.5815
U21215,Kentucky,Spencer,11766,38.027,-85.3215
U21217,Kentucky,Taylor,22927,37.3651,-85.3267
U21219,Kentucky,Todd,11971,36.8403,-87.1836
U21221,Kentucky,Trigg,12597,36.8077,-87.8587
U21223,Kentucky,Trimble,8125,38.6182,-85.3552
U21225,Kentucky,Union,15637,37.658,-87.9516
U21227,Kentucky,Warren,92522,36.9956,-86.4236
U21229,Kentucky,Washington,10916,37.7542,-85.1754
U21231,Kentucky,Wayne,19923,36.802,-84.8304
U21233,Kentucky,Webster,14120,37.52,-87.6851
U21235,Kentucky,Whitley,35865,36.758,-84.1445
U21237,Kentucky,Wolfe,7065,37.7438,-83.4951
U21239,Kentucky,Woodford,23208,38.0428,-84.7481
U22001,Louisiana,Acadia,58861,30.2915,-92.411
U22003,Louisiana,Allen,25440,30.6527,-92.8196
U22005,Louisiana,Ascension,76627,30.2029,-90.91
U22007,Louisiana,Assumption,23388,29.8999,-91.0505
U22009,Louisiana,Avoyelles,41481,31.0851,-91.9938
U22011,Louisiana,Beauregard,32986,30.645,-93.3403
U22013,Louisiana,Bienville,15752,32.3443,-93.0615
U22015,Louisiana,Bossier,98310,32.6962,-93.618
U22017,Louisiana,Caddo,252161,32.5772,-93.8824
U22019,Louisiana,Calcasieu,183577,30.2296,-93.358
U22021,Louisiana,Caldwell,10560,32.1012,-92.1142
U22023,Louisiana,Cameron,9991,29.872,-93.1654
U22025,Louisiana,Catahoula,10920,31.6665,-91.8467
U22027,Louisiana,Claiborne,16851,32.8276,-92.9911
U22029,Louisiana,Concordia,20247,31.4698,-91.6263
U22031,Louisiana,De Soto,25494,32.0592,-93.7408
U22033,Louisiana,East Baton Rouge,412852,30.544,-91.0932
U22035,Louisiana,East Carroll,9421,32.7302,-91.2341
U22037,Louisiana,East Feliciana,21360,30.8398,-91.0434
U22039,Louisiana,Evangeline,35434,30.7207,-92.4041
U22041,Louisiana,Franklin,21263,32.1383,-91.6721
U22043,Louisiana,Grant,18698,31.5978,-92.5617
U22045,Louisiana,Iberia,73266,29.606,-91.8427
U22047,Louisiana,Iberville,33320,30.2884,-91.3631
U22049,Louisiana,Jackson,15397,32.3045,-92.5567
U22051,Louisiana,Jefferson,455466,29.5033,-90.0362
U22053,Louisiana,Jefferson Davis,31435,30.2695,-92.8162
U22055,Louisiana,Lafayette,190503,30.2065,-92.0642
U22057,Louisiana,Lafourche,89974,29.492,-90.3948
U22059,Louisiana,La Salle,14282,31.6808,-92.1618
U22061,Louisiana,Lincoln,42509,32.6011,-92.6621
U22063,Louisiana,Livingston,91814,30.4404,-90.7275
U22065,Louisiana,Madison,13728,32.3658,-91.2407
U22067,Louisiana,Morehouse,31021,32.82,-91.8004
U22069,Louisiana,Natchitoches,39080,31.735,-93.0861
U22071,Louisiana,Orleans,484674,30.0686,-89.939
U22073,Louisiana,Ouachita,147250,32.4775,-92.1548
U22075,Louisiana,Plaquemines,26757,29.4023,-89.2985
U22077,Louisiana,Pointe Coupee,22763,30.7083,-91.6046
U22079,Louisiana,Rapides,126337,31.1932,-92.536
U22081,Louisiana,Red River,9622,32.1012,-93.349
U22083,Louisiana,Richland,20981,32.4181,-91.7584
U22085,Louisiana,Sabine,23459,31.5602,-93.5592
U22087,Louisiana,St. Bernard,67229,29.9181,-89.2635
U22089,Louisiana,St. Charles,48072,29.9138,-90.3593
U22091,Louisiana,St. Helena,10525,30.8214,-90.7093
U22093,Louisiana,St. James,21216,30.0248,-90.794
U22095,Louisiana,St. John The Baptist,43044,30.1175,-90.5047
U22097,Louisiana,St. Landry,87700,30.5834,-91.9893
U22099,Louisiana,St. Martin,48583,30.1214,-91.6115
U22101,Louisiana,St. Mary,53500,29.6293,-91.4638
U22103,Louisiana,St. Tammany,191268,30.41,-89.952
U22105,Louisiana,Tangipahoa,100588,30.6216,-90.4066
U22107,Louisiana,Tensas,6618,32.0015,-91.3426
U22109,Louisiana,Terrebonne,104503,29.3333,-90.8442
U22111,Louisiana,Union,22803,32.8293,-92.3756
U22113,Louisiana,Vermilion,53807,29.7869,-92.2901
U22115,Louisiana,Vernon,52531,31.1106,-93.1815
U22117,Louisiana,Washington,43926,30.8521,-90.0463
U22119,Louisiana,Webster,41831,32.7322,-93.3398
U22121,Louisiana,West Baton Rouge,21601,30.4641,-91.3098
U22123,Louisiana,West Carroll,12314,32.7925,-91.452
U22125,Louisiana,West Feliciana,15111,30.8727,-91.421
U22127,Louisiana,Winn,16894,31.9412,-92.6413
U23001,Maine,Androscoggin,103793,44.1677,-70.2074
U23003,Maine,Aroostook,73938,46.7271,-68.6494
U23005,Maine,Cumberland,265612,43.8083,-70.3304
U23007,Maine,Franklin,29467,44.973,-70.4447
U23009,Maine,Hancock,51791,44.5649,-68.3707
U23011,Maine,Kennebec,117114,44.417,-69.7658
U23013,Maine,Knox,39618,44.042,-69.0385
U23015,Maine,Lincoln,33616,43.9943,-69.514
U23017,Maine,Oxford,54755,44.4946,-70.7347
U23019,Maine,Penobscot,144919,45.3906,-68.6575
U23021,Maine,Piscataquis,17235,45.9177,-69.1045
U23023,Maine,Sagadahoc,35214,43.9167,-69.844
U23025,Maine,Somerset,50888,45.5075,-69.976
U23027,Maine,Waldo,36280,44.5054,-69.1397
U23029,Maine,Washington,33941,44.967,-67.6094
U23031,Maine,York,186742,43.4272,-70.6704
U24001,Maryland,Allegany,74930,39.6123,-78.7031
U24003,Maryland,Anne Arundel,489656,38.9934,-76.5605
U24005,Maryland,Baltimore,754292,39.4432,-76.6166
U24009,Maryland,Calvert,74563,38.5214,-76.5259
U24011,Maryland,Caroline,29772,38.8715,-75.8316
U24013,Maryland,Carroll,150897,39.5632,-77.0155
U24015,Maryland,Cecil,85951,39.5624,-75.9416
U24017,Maryland,Charles,120546,38.4729,-77.0154
U24019,Maryland,Dorchester,30674,38.4292,-76.0474
U24021,Maryland,Frederick,195277,39.4704,-77.3976
U24023,Maryland,Garrett,29846,39.5299,-79.2694
U24025,Maryland,Harford,218590,39.5374,-76.2998
U24027,Maryland,Howard,247842,39.2523,-76.9244
U24029,Maryland,Kent,19197,39.2392,-76.1242
U24031,Maryland,Montgomery,873341,39.1374,-77.2031
U24033,Maryland,Prince Georges,801515,38.8259,-76.8473
U24035,Maryland,Queen Annes,40563,39.0407,-76.0824
U24037,Maryland,St. Marys,86211,38.2227,-76.5343
U24039,Maryland,Somerset,24747,38.0745,-75.8533
U24041,Maryland,Talbot,33812,38.7494,-76.1791
U24043,Maryland,Washington,131923,39.6036,-77.8147
U24045,Maryland,Wicomico,84644,38.3674,-75.6322
U24047,Maryland,Worcester,46543,38.2221,-75.3099
U24510,Maryland,Baltimore City,651154,39.3002,-76.6105
U25001,Massachusetts,Barnstable,222230,41.7988,-70.2111
U25003,Massachusetts,Berkshire,134953,42.3753,-73.2139
U25005,Massachusetts,Bristol,534678,41.7486,-71.0871
U25007,Massachusetts,Dukes,14987,41.3809,-70.7015
U25009,Massachusetts,Essex,723419,42.6427,-70.8651
U25011,Massachusetts,Franklin,71535,42.5838,-72.5917
U25013,Massachusetts,Hampden,456228,42.1362,-72.6356
U25015,Massachusetts,Hampshire,152251,42.3395,-72.6637
U25017,Massachusetts,Middlesex,1465396,42.4795,-71.3965
U25019,Massachusetts,Nantucket,9520,41.3059,-70.1419
U25021,Massachusetts,Norfolk,650308,42.1697,-71.1799
U25023,Massachusetts,Plymouth,472822,41.9872,-70.7419
U25025,Massachusetts,Suffolk,689807,42.332,-71.0202
U25027,Massachusetts,Worcester,750963,42.3117,-71.9403
U26001,Michigan,Alcona,11719,44.6825,-82.8341
U26003,Michigan,Alger,9862,47.0801,-86.5641
U26005,Michigan,Allegan,105665,42.5958,-86.6347
U26007,Michigan,Alpena,31314,44.895,-83.4266
U26009,Michigan,Antrim,23110,45.0055,-85.1756
U26011,Michigan,Arenac,17269,44.0369,-83.7407
U26013,Michigan,Baraga,8746,46.6961,-88.356
U26015,Michigan,Barry,56755,42.5828,-85.3145
U26017,Michigan,Bay,110157,43.6997,-83.9787
U26019,Michigan,Benzie,15998,44.6486,-86.4943
U26021,Michigan,Berrien,162453,41.7926,-86.7418
U26023,Michigan,Branch,45787,41.9186,-85.0665
U26025,Michigan,Calhoun,137985,42.243,-85.0124
U26027,Michigan,Cass,51104,41.9162,-85.9995
U26029,Michigan,Charlevoix,26090,45.5132,-85.4504
U26031,Michigan,Cheboygan,26448,45.4761,-84.4953
U26033,Michigan,Chippewa,38543,46.3218,-84.5206
U26035,Michigan,Clare,31252,43.9911,-84.8383
U26037,Michigan,Clinton,64753,42.9505,-84.5917
U26039,Michigan,Crawford,14273,44.6802,-84.6111
U26041,Michigan,Delta,38520,45.8051,-86.9014
U26043,Michigan,Dickinson,27472,46.0128,-87.8661
U26045,Michigan,Eaton,103655,42.5896,-84.8465
U26047,Michigan,Emmet,31437,45.5901,-84.9868
U26049,Michigan,Genesee,436141,43.0211,-83.7064
U26051,Michigan,Gladwin,26023,43.9898,-84.3898
U26053,Michigan,Gogebic,17370,46.4881,-89.7883
U26055,Michigan,Grand Traverse,77654,44.7187,-85.5538
U26057,Michigan,Gratiot,42285,43.2923,-84.6047
U26059,Michigan,Hillsdale,46527,41.8645,-84.6424
U26061,Michigan,Houghton,36016,46.9983,-88.6521
U26063,Michigan,Huron,36079,43.9076,-82.857
U26065,Michigan,Ingham,279320,42.6035,-84.3738
U26067,Michigan,Ionia,61518,42.9447,-85.0738
U26069,Michigan,Iosco,27339,44.3295,-82.8494
U26071,Michigan,Iron,13138,46.1702,-88.5404
U26073,Michigan,Isabella,63351,43.6452,-84.8394
U26075,Michigan,Jackson,158422,42.2485,-84.4209
U26077,Michigan,Kalamazoo,238603,42.2463,-85.5329
U26079,Michigan,Kalkaska,16571,44.6789,-85.089
U26081,Michigan,Kent,574335,43.0325,-85.5474
U26083,Michigan,Keweenaw,2301,47.682,-88.1488
U26085,Michigan,Lake,11333,43.9952,-85.8114
U26087,Michigan,Lapeer,87904,43.0886,-83.2243
U26089,Michigan,Leelanau,21119,45.1462,-86.0516
U26091,Michigan,Lenawee,98890,41.8959,-84.0669
U26093,Michigan,Livingston,156951,42.6025,-83.9117
U26095,Michigan,Luce,7024,46.9406,-85.5824
U26097,Michigan,Mackinac,11943,46.168,-85.3038
U26099,Michigan,Macomb,788149,42.6715,-82.9109
U26101,Michigan,Manistee,24527,44.3504,-86.603
U26103,Michigan,Marquette,64634,46.6566,-87.584
U26105,Michigan,Mason,28274,43.9966,-86.7508
U26107,Michigan,Mecosta,40553,43.6353,-85.3328
U26109,Michigan,Menominee,25326,45.5442,-87.5099
U26111,Michigan,Midland,82874,43.6484,-84.3792
U26113,Michigan,Missaukee,14478,44.3254,-85.0855
U26115,Michigan,Monroe,145945,41.9161,-83.4871
